gene	nsite	pp_m2a	pp_siteom	pp_mutsel	pp_mutselfix	npos_m2a	npos_siteom	posw_m2a	posfrac_siteom	om_m2a	totom_siteom	purom_mutselfix	diffom_mutselfix	diffom_mutsel
ENSG00000176055	280	0.08660130718954248	0.5157894736842106	0.0	0.0	0	0	0.00024508728480392156	0.0	1.1136231372549021	0.044275905777777784	0.06994350318471337	-0.0256675974069356	-0.0426296912693329
ENSG00000128283	399	0.19444444444444445	1.0	0.02127659574468085	0.06	0	1	0.0009540601233660131	0.002506265664160401	1.2350976633986928	0.3115035733333333	0.3361115605095541	-0.024607987176220814	-0.035026146388496764
ENSG00000119431	251	0.9885620915032679	1.0	0.8191489361702128	0.77	1	2	0.020102642140522875	0.00796812749003984	2.149285196078432	0.3089587096296296	0.3010058598726115	0.007952849757018154	0.02138346268973034
ENSG00000136643	1044	1.0	1.0	0.04787234042553192	0.0	2	8	0.012831836944444446	0.007662835249042145	2.1396039705882357	0.27703551703703705	0.30756488535031845	-0.0305293683132814	-0.017960869881769398
ENSG00000168916	1496	0.037581699346405234	1.0	0.0	0.0	0	0	2.9743563562091497e-05	0.0	1.049343267973856	0.09077407674074074	0.1173436178343949	-0.02656954109365416	-0.02388824447734598
ENSG00000103051	789	0.12091503267973855	1.0	0.0	0.0	0	0	0.0003748944710784313	0.0	1.1361521405228758	0.08127800696296296	0.09737552165605096	-0.016097514693087997	-0.023077509165101276
ENSG00000036257	746	0.0457516339869281	0.12421052631578948	1.0	0.2	0	0	6.415736375816994e-05	0.0	1.0591473529411763	0.004804741688888889	0.005739396878980892	-0.0009346551900920033	0.34212314609155803
ENSG00000100243	294	0.1045751633986928	0.5284210526315789	0.526595744680851	0.11	0	0	0.00031101324102941183	0.0	1.1299579084967322	0.08961554325925926	0.09883096178343947	-0.009215418524180216	0.001148838961690767
ENSG00000119523	416	0.9950980392156864	1.0	0.3670212765957447	0.03	1	2	0.008464431238562092	0.004807692307692308	2.4122244281045755	0.16680259851851853	0.1858413630573248	-0.01903876453880629	-0.0028516269791469067
ENSG00000092148	2611	0.026143790849673203	0.8757894736842106	0.0	0.0	0	0	1.3402851199346405e-05	0.0	1.0332607189542484	0.02117079555555556	0.032389977707006384	-0.011219182151450822	-0.01831545232538527
ENSG00000137474	2214	0.013071895424836602	0.888421052631579	0.0	0.0	0	0	4.39527091503268e-06	0.0	1.0151750816993463	0.040123373777777784	0.05243014331210191	-0.012306769534324136	-0.01171131330287945
ENSG00000137845	749	0.3741830065359477	1.0	0.3882978723404255	0.08	0	1	0.0011265660248366016	0.0013351134846461949	1.4723414215686277	0.07379082311111111	0.08208770000000001	-0.008296876888888902	-0.0012397356021638345
ENSG00000204936	768	1.0	1.0	1.0	1.0	19	37	0.0703407111111111	0.048177083333333336	2.391283970588236	0.6515097851851852	0.42343487261146495	0.22807491257372026	0.5693929632931631
ENSG00000101104	618	0.1830065359477124	1.0	0.0	0.02	0	0	0.0006352278779411765	0.0	1.2159393464052288	0.21964862222222226	0.2398524012738853	-0.020203779051663123	-0.04129372809767555
ENSG00000100124	299	0.10620915032679737	0.4673684210526316	0.0	0.0	0	0	0.00037032775882352956	0.0	1.1352745424836599	0.08970606192592592	0.13766779617834396	-0.04796173425241804	-0.07087835127093077
ENSG00000079691	1373	1.0	1.0	1.0	1.0	17	21	0.01553829297385621	0.01529497450837582	2.2288036764705876	0.1463817851851852	0.1184892675159236	0.0278925176692616	0.20543396298438302
ENSG00000164347	780	1.0	1.0	1.0	0.18	4	7	0.009766052352941177	0.008974358974358974	2.363321911764705	0.2326362785185185	0.23982783439490446	-0.007191555876385897	0.03277533109319685
ENSG00000143458	456	0.09477124183006536	1.0	0.0	0.0	0	0	0.0002601009086601307	0.0	1.1184044934640522	0.2090357140740741	0.2649731783439491	-0.055937464269874976	-0.06783553391840588
ENSG00000141448	599	0.06535947712418301	0.4968421052631579	0.0	0.0	0	0	0.00010578068676470589	0.0	1.0829164379084968	0.10965742266666666	0.1621269617834395	-0.05246953911677284	-0.06805990164834842
ENSG00000136827	333	0.10294117647058824	0.4	0.5212765957446809	0.02	0	0	0.0002359533218954248	0.0	1.1304737418300654	0.07052519274074072	0.08089754267515924	-0.010372349934418504	0.0012678994408383696
ENSG00000116678	1167	0.8839869281045751	1.0	0.0	0.0	0	5	0.005811893504901961	0.004284490145672665	1.9471561764705885	0.3457210725925926	0.4229918407643312	-0.07727076817173856	-0.0626561456539723
ENSG00000118564	666	0.05392156862745098	1.0	0.0	0.0	0	0	8.566498888888888e-05	0.0	1.0685774673202617	0.1197116162962963	0.16093326114649684	-0.04122164485020054	-0.038734563514210556
ENSG00000163521	656	1.0	1.0	1.0	1.0	10	19	0.043600112908496726	0.028963414634146343	1.9912426960784315	0.32637268148148146	0.26020729936305736	0.0661653821184241	0.19824641890000888
ENSG00000100949	571	0.10947712418300654	1.0	0.2712765957446808	0.01	0	0	0.0003116311709803922	0.0	1.139640179738562	0.13591058666666667	0.15352282165605094	-0.017612234989384273	-0.007732599917077331
ENSG00000110074	487	1.0	1.0	1.0	1.0	3	6	0.015075590196078431	0.012320328542094456	2.2467284803921563	0.2742102029629629	0.24096522292993636	0.033244980033026617	0.1068627443730044
ENSG00000108557	1885	0.02287581699346405	1.0	0.0	0.0	0	0	9.649938235294116e-06	0.0	1.0307139705882349	0.1505801022222222	0.21153549044585987	-0.06095538822363766	-0.06519086904738526
ENSG00000275004	547	1.0	1.0	0.7925531914893617	0.14	4	8	0.02609657351307189	0.014625228519195612	2.2748363235294122	0.4389988903703704	0.4548658789808917	-0.015866988610521267	0.016082978384051396
ENSG00000160190	534	0.07352941176470587	0.9936842105263158	0.0	0.0	0	0	0.00013635463006535947	0.0	1.0918722385620914	0.11126261481481482	0.1294353949044586	-0.018172780089643775	-0.030269121160243582
ENSG00000116977	320	0.22712418300653595	1.0	0.9840425531914894	0.14	0	1	0.0011703235418300652	0.003125	1.2730564705882357	0.20213441777777774	0.21491871974522286	-0.01278430196744515	0.03278549516669841
ENSG00000260903	576	0.5686274509803921	1.0	0.4627659574468085	0.93	0	1	0.00231261518120915	0.001736111111111111	1.7182630392156863	0.14898411555555555	0.13167284713375801	0.01731126842179756	-0.0006331033602561757
ENSG00000101181	406	0.6862745098039216	1.0	0.9946808510638298	0.44	0	1	0.003237268479084967	0.0024630541871921183	1.9635320588235292	0.2213143762962963	0.22255378343949045	-0.0012394071431941491	0.02282306687743108
ENSG00000115694	426	0.08169934640522876	0.06315789473684211	0.0	0.0	0	0	0.00022473997736928105	0.0	1.1051545588235294	0.034006650666666666	0.05324540063694266	-0.019238749970276	-0.03062015909719584
ENSG00000151692	294	0.11437908496732024	0.03789473684210527	0.0	0.0	0	0	0.000300308081372549	0.0	1.1429264705882354	0.04710512385185185	0.07400576560509554	-0.02690064175324369	-0.03957854364672778
ENSG00000184154	259	0.17320261437908496	0.9957894736842106	0.16489361702127658	0.04	0	0	0.0008266146939542485	0.0	1.2137108169934638	0.1606367822222222	0.1892266878980892	-0.02858990567586697	-0.01810042145897042
ENSG00000156467	111	0.24019607843137256	0.871578947368421	1.0	0.45	0	0	0.0013446870124183008	0.0	1.2954288725490195	0.16834242666666666	0.16919766242038214	-0.0008552357537155164	0.18420401909746179
ENSG00000137473	452	0.9019607843137256	1.0	1.0	0.45	0	1	0.004314240201470588	0.0022123893805309734	2.241101944444444	0.31176134666666666	0.3149542292993631	-0.0031928826326964588	0.11924797029732492
ENSG00000111639	106	0.9950980392156864	1.0	0.9787234042553192	0.47	1	1	0.01466913358529412	0.009433962264150943	2.317052745098039	0.2055878725925926	0.20887033757961784	-0.0032824649870252247	0.051178564455676805
ENSG00000184863	1220	0.037581699346405234	1.0	0.0	0.0	0	0	3.758878055555555e-05	0.0	1.0509130065359478	0.11111874074074073	0.15324315923566878	-0.04212441849492805	-0.045384138645525936
ENSG00000102786	867	0.24019607843137256	1.0	0.0	0.0	0	1	0.000669665904248366	0.0011534025374855825	1.286397843137255	0.06705187585185185	0.08324727133757961	-0.01619539548572776	-0.021091242614295104
ENSG00000154040	502	1.0	1.0	1.0	1.0	21	40	0.08161554346405228	0.0796812749003984	2.590335114379085	0.6736257377777778	0.4744927643312102	0.1991329734465676	0.4407559249636318
ENSG00000174238	273	0.9738562091503268	1.0	1.0	0.99	1	2	0.010559464017973856	0.007326007326007326	2.367926911764706	0.11064346251851853	0.07861964522292993	0.032023817295588584	0.2839873524271739
ENSG00000169032	393	0.08006535947712418	0.018947368421052636	0.0	0.0	0	0	0.00015840549921568626	0.0	1.1066059640522876	0.016542457185185183	0.02693582038216561	-0.010393363196980424	-0.018814879002999357
ENSG00000131148	210	0.12091503267973855	0.0	0.0	0.0	0	0	0.00039501619081699343	0.0	1.1495237908496732	0.042145277777777775	0.07034320955414013	-0.02819793177636235	-0.03992309513862594
ENSG00000135346	120	0.2957516339869281	0.9978947368421052	0.5	0.05	0	0	0.0026634837720588235	0.0	1.3657191013071897	0.19855895555555556	0.23176690445859865	-0.033207948903043134	-0.00024329484235002962
ENSG00000203907	124	0.9101307189542484	1.0	0.2978723404255319	0.3	0	1	0.01503661075490196	0.008064516129032258	2.2014281862745095	0.4325951674074075	0.4521620445859872	-0.019566877178579745	-0.017462324993468312
ENSG00000107201	926	1.0	1.0	1.0	1.0	18	23	0.03057987320261438	0.024838012958963283	2.2643414215686275	0.3880289555555555	0.31726020382165604	0.07076875173389946	0.16340350105938062
ENSG00000113583	267	1.0	1.0	0.2978723404255319	0.18	2	6	0.02695330315359477	0.02247191011235955	2.3093093790849677	0.41976923703703706	0.4398834076433121	-0.020114170606275072	-0.011185724978800956
ENSG00000162040	343	0.14869281045751634	1.0	0.031914893617021274	0.28	0	0	0.0006765942625816994	0.0	1.1833650163398692	0.16288864444444445	0.1703801974522293	-0.00749155300778484	-0.017771810098266175
ENSG00000101146	368	0.07679738562091504	0.0	0.0	0.0	0	0	0.00018038381401960785	0.0	1.0908861274509802	0.011649653925925927	0.027757418471337586	-0.016107764545411657	-0.02210811355935181
ENSG00000147394	652	1.0	1.0	0.5212765957446809	0.01	2	3	0.009544031459150329	0.004601226993865031	2.42583135620915	0.4426733288888888	0.4875577261146497	-0.04488439722576082	0.0017478166463562978
ENSG00000242120	189	0.20915032679738566	0.9957894736842106	0.15425531914893614	0.04	0	0	0.0012738888504901962	0.0	1.2596734967320262	0.22818588740740736	0.2697321464968153	-0.04154625908940796	-0.025343950704349586
ENSG00000166451	339	1.0	1.0	0.946808510638298	0.27	2	4	0.01884811571895425	0.011799410029498525	2.160996797385621	0.2968566888888889	0.3037821146496815	-0.006925425760792636	0.03431838668164796
ENSG00000204882	361	0.8660130718954249	1.0	0.015957446808510637	0.99	0	1	0.009813991937908495	0.002770083102493075	2.0097491993464054	0.22320732	0.19365182165605094	0.029555498343949018	-0.02759972321084268
ENSG00000185271	770	1.0	1.0	0.13829787234042554	0.04	3	3	0.007753070421568628	0.003896103896103896	2.570498921568628	0.2677905259259259	0.28435136305732484	-0.016560837131398942	-0.013495542566788228
ENSG00000025434	444	1.0	1.0	1.0	1.0	7	11	0.02648999691176471	0.024774774774774775	2.1777216013071894	0.16984236296296298	0.10442609872611464	0.06541626423684832	0.10516449678112295
ENSG00000106366	402	0.24509803921568624	1.0	0.5478723404255319	0.15	0	0	0.0011701709998366012	0.0	1.2912510130718955	0.2195294	0.2315173312101911	-0.011987931210191122	0.0023164762128275256
ENSG00000188186	99	0.2107843137254902	0.035789473684210524	0.031914893617021274	0.0	0	0	0.00156087537124183	0.0	1.2665990359477126	0.0518107477037037	0.08745187643312102	-0.03564112872941732	-0.036266944394192986
ENSG00000111452	897	0.2124183006535948	1.0	0.0	0.0	0	1	0.0006257105709035947	0.0011148272017837235	1.2560706372549022	0.19222783259259255	0.2306110636942675	-0.038383231101674936	-0.029097200083109138
ENSG00000131400	415	0.9983660130718954	1.0	1.0	0.98	1	5	0.01632254656862745	0.012048192771084338	2.1207559967320257	0.3303372651851852	0.2981784458598726	0.032158819325312615	0.1361401260540235
ENSG00000172500	364	0.0784313725490196	0.11578947368421053	0.0	0.0	0	0	0.00019164769509803922	0.0	1.1023961764705883	0.035275812740740736	0.05643468089171973	-0.02115886815097899	-0.03290420707325623
ENSG00000174453	222	0.1323529411764706	0.07368421052631577	0.0	0.0	0	0	0.0005482232977124181	0.0	1.1710302941176471	0.03489858133333333	0.06425417898089172	-0.029355597647558393	-0.04926540636837612
ENSG00000166862	323	0.08986928104575162	0.0021052631578947372	0.0	0.0	0	0	0.00028830678388888886	0.0	1.1111799183006537	0.02756930340740741	0.05130547834394904	-0.02373617493654163	-0.039752953376660044
ENSG00000149972	1083	0.5375816993464052	1.0	0.0	0.0	0	1	0.0010207008591503267	0.0009233610341643582	1.8109691503267973	0.12023101333333333	0.14977828025477705	-0.02954726692144372	-0.03240970465733365
ENSG00000161914	624	0.06862745098039216	1.0	0.0	0.0	0	0	0.00010474126470588234	0.0	1.0845917320261438	0.09563220518518517	0.12509496815286625	-0.029462762967681064	-0.029162743823275154
ENSG00000160182	84	1.0	1.0	1.0	1.0	7	9	0.08005906200980392	0.10714285714285714	2.489015114379085	0.6911443777777777	0.3234190318471338	0.3677253459306439	0.4600829435381787
ENSG00000130638	455	0.08006535947712418	0.5494736842105263	0.0	0.0	0	0	0.00017670631933006535	0.0	1.1033956209150328	0.13351677629629632	0.1861551719745223	-0.05263839567822598	-0.05603190075204405
ENSG00000149554	473	0.06372549019607843	0.13894736842105262	0.0	0.0	0	0	0.00010462060457516338	0.0	1.081308741830065	0.08973857703703704	0.1547046050955414	-0.06496602805850436	-0.0880628315172693
ENSG00000078699	584	0.7614379084967321	1.0	1.0	0.95	0	1	0.0027118394490196077	0.0017123287671232876	1.8795661111111115	0.050338760444444436	0.04479235732484076	0.0055464031196036795	0.3004311370342625
ENSG00000125651	519	0.06372549019607843	0.6210526315789474	0.0053191489361702135	0.18	0	0	0.0001297567599673203	0.0	1.0806247058823528	0.07149538311111113	0.07708300636942676	-0.0055876232583156465	-0.014644358295084968
ENSG00000122574	434	0.630718954248366	1.0	0.3031914893617021	0.0	0	1	0.00341186403627451	0.002304147465437788	1.8444387908496729	0.23132470222222226	0.2673126560509554	-0.035987953828733134	-0.007755881918329718
ENSG00000167130	238	0.7369281045751634	1.0	0.5531914893617021	0.27	0	1	0.005578193009150328	0.004201680672268907	1.900487663398693	0.08516392503703704	0.08977554203821657	-0.004611617001179527	0.003236249750690704
ENSG00000129451	280	1.0	1.0	1.0	0.98	3	5	0.027466504640522874	0.017857142857142856	2.129431699346405	0.3108322207407408	0.2807316305732484	0.030100590167492388	0.04822440801561048
ENSG00000103522	548	0.4509803921568628	1.0	0.1914893617021277	0.02	0	1	0.002999072326797386	0.0018248175182481751	1.5183914869281046	0.36019284148148145	0.3846909108280255	-0.024498069346544027	-0.0118278458878394
ENSG00000105122	1016	0.05392156862745098	1.0	0.0	0.0	0	0	6.483679570261438e-05	0.0	1.0665012418300654	0.2344052	0.2896473630573248	-0.0552421630573248	-0.04470086463907687
ENSG00000161609	581	1.0	1.0	0.7127659574468085	0.35	3	7	0.020051159362745097	0.012048192771084338	2.3111816176470588	0.37090181629629626	0.3763317388535031	-0.005429922557206868	0.00919728546642107
ENSG00000152214	219	0.14705882352941174	0.3663157894736842	0.0	0.0	0	0	0.0005249596501470588	0.0	1.1841990359477126	0.09645598607407407	0.14141179617834396	-0.04495581010426988	-0.0744450862380076
ENSG00000125351	485	0.12581699346405228	1.0	1.0	0.05	0	0	0.0003901303191176471	0.0	1.153597614379085	0.14962174962962962	0.1636687643312102	-0.014047014701580568	0.052169157457013164
ENSG00000206530	1847	1.0	1.0	1.0	1.0	13	34	0.027892332352941182	0.018408229561451002	2.2314706699346405	0.34007153185185185	0.2819368089171974	0.05813472293465444	0.2055969441297143
ENSG00000181031	306	0.9918300653594772	1.0	0.10106382978723404	0.12	1	3	0.011307614722222224	0.00980392156862745	2.3050100326797387	0.2275741007407408	0.24625781528662424	-0.01868371454588344	-0.019293419587005575
ENSG00000071859	340	0.2696078431372549	0.9473684210526316	1.0	0.23	0	0	0.0012027819764705882	0.0	1.319077843137255	0.02940218	0.03267284076433121	-0.003270660764331211	0.33069582724939833
ENSG00000150967	768	0.052287581699346414	0.9978947368421052	0.0	0.01	0	0	6.611965e-05	0.0	1.065753366013072	0.0777331994074074	0.0897497	-0.0120165005925926	-0.03464600937872499
ENSG00000165264	128	1.0	1.0	1.0	1.0	2	4	0.03350657120915033	0.03125	2.3650609477124185	0.382954485925926	0.2683855477707007	0.11456893815522527	0.26738945194114205
ENSG00000178694	338	0.24019607843137256	1.0	0.0	0.0	0	1	0.0013210903379084968	0.0029585798816568047	1.2998275816993463	0.2416880088888889	0.3017570382165605	-0.060069029327671636	-0.05131682599546768
ENSG00000167984	1066	0.8905228758169934	1.0	0.0053191489361702135	0.0	0	3	0.005660335965686275	0.0028142589118198874	1.9570285947712416	0.23838074962962966	0.2610125350318471	-0.022631785402217497	-0.026290779147637874
ENSG00000114650	1284	0.0457516339869281	1.0	0.0	0.0	0	1	4.6175151143790853e-05	0.000778816199376947	1.0589603758169934	0.1064826882962963	0.1326916369426752	-0.02620894864637889	-0.040125646808829206
ENSG00000172469	441	0.4477124183006536	1.0	0.8776595744680851	0.07	0	1	0.0027134627107843136	0.0022675736961451248	1.5334883986928105	0.24227802222222225	0.2625095222929936	-0.0202315000707714	0.017394101566838637
ENSG00000148814	467	0.14052287581699344	1.0	0.5372340425531915	0.0	0	1	0.00046264955228758164	0.0021413276231263384	1.167054199346405	0.4126053866666667	0.4936333439490447	-0.081027957282378	0.0025033249669552337
ENSG00000119782	108	0.2222222222222222	0.0	0.0	0.0	0	0	0.0014778927212418301	0.0	1.2890130065359475	0.020020451392592592	0.06452037324840765	-0.044499921855815056	-0.06245946825649631
ENSG00000150773	316	0.4918300653594771	1.0	0.4202127659574468	0.01	0	1	0.0032373097536111113	0.0031645569620253164	1.6111743464052288	0.3796810162962963	0.4248409171974522	-0.0451599009011559	-0.004436168519246808
ENSG00000167483	594	0.07679738562091504	1.0	0.0	0.0	0	0	0.00024711248284313723	0.0	1.0979790196078432	0.29828499703703704	0.3572954331210191	-0.059010436083982036	-0.0801302134703129
ENSG00000114166	734	0.05882352941176471	0.6631578947368421	0.0	0.0	0	0	6.020416313725491e-05	0.0	1.073140032679739	0.05556983318518519	0.08015564394904459	-0.02458581076385941	-0.018730579016099043
ENSG00000186666	293	0.9967320261437908	1.0	0.026595744680851064	0.01	2	4	0.014880850065359476	0.013651877133105802	2.406638218954248	0.26454370222222223	0.2966571592356688	-0.03211345701344659	-0.03554340315506653
ENSG00000240857	337	0.1437908496732026	1.0	0.015957446808510637	0.0	0	0	0.0005245096879084967	0.0	1.176152385620915	0.1534757274074074	0.17711199363057326	-0.023636266223165864	-0.024771797251692325
ENSG00000005187	581	1.0	1.0	1.0	1.0	12	19	0.03269111045751634	0.03270223752151463	2.1625116503267967	0.2780772533333333	0.18422595541401274	0.0938512979193206	0.18231813885765352
ENSG00000139304	2280	0.8611111111111112	1.0	0.015957446808510637	0.0	0	4	0.0021015213486928106	0.0017543859649122807	2.064995016339869	0.1895687540740741	0.2209384267515924	-0.031369672677518314	-0.011634946609970161
ENSG00000160208	767	1.0	1.0	0.0425531914893617	0.0	3	7	0.01329683658496732	0.009126466753585397	2.3559343300653595	0.39700678666666656	0.4440033312101911	-0.04699654454352453	-0.023017484586193453
ENSG00000154188	499	0.07352941176470587	0.17684210526315788	0.0	0.0	0	0	0.00015130361011437911	0.0	1.0943439215686277	0.05963091674074075	0.0936763305732484	-0.034045413832507664	-0.04489922020832608
ENSG00000181929	332	0.9983660130718954	1.0	0.9893617021276596	0.6	2	2	0.00849585390359477	0.006024096385542169	2.3754650816993457	0.06764825362962963	0.06724929745222928	0.0003989561774003503	0.029747949223009666
ENSG00000234776	99	0.38562091503267976	0.9936842105263158	0.026595744680851064	0.0	0	0	0.0044512783398692815	0.0	1.4643937418300654	0.2948318488888889	0.3618035732484077	-0.06697172435951876	-0.0838701578140509
ENSG00000095002	937	0.24836601307189546	1.0	0.015957446808510637	0.0	0	1	0.0005752122944444445	0.0010672358591248667	1.2938924836601309	0.10758405125925924	0.1345006560509554	-0.02691660479169615	-0.017229728636821266
ENSG00000179981	1060	0.35130718954248363	1.0	0.0	0.0	0	1	0.000719475039869281	0.0009433962264150943	1.4850223039215684	0.0943306828148148	0.11568304458598727	-0.02135236177117246	-0.016973210747624642
ENSG00000147324	1059	0.052287581699346414	1.0	0.0	0.0	0	0	5.0246488725490206e-05	0.0	1.0643771078431372	0.07779450074074074	0.1046857624203822	-0.026891261679641454	-0.03686457560327376
ENSG00000184486	437	0.08169934640522876	0.0021052631578947372	0.0	0.0	0	0	0.00017687240669934638	0.0	1.1038147058823529	0.030661167259259263	0.053302817834394896	-0.022641650575135636	-0.03957218604498962
ENSG00000134001	316	0.09967320261437908	0.0	0.0	0.0	0	0	0.00023250066503267974	0.0	1.1302713725490197	0.01988334740740741	0.043679299363057325	-0.02379595195564992	-0.03948860231951044
ENSG00000101255	359	0.9754901960784312	1.0	0.0	0.0	0	5	0.016590846740196074	0.013927576601671309	2.050869068627451	0.28675971111111115	0.3269738726114649	-0.04021416150035378	-0.04140492758774429
ENSG00000146950	1608	0.27124183006535946	1.0	0.0	0.0	0	3	0.0010219900833333337	0.0018656716417910447	1.3384192810457516	0.29746074222222224	0.3401381592356688	-0.042677417013446566	-0.03851708774748618
ENSG00000064547	351	0.5245098039215687	1.0	1.0	0.7	0	1	0.002730338956699346	0.002849002849002849	1.5765116013071896	0.08873582666666666	0.08549521592356688	0.003240610743099781	0.014535359992416386
ENSG00000159579	534	0.10130718954248366	0.9810526315789474	0.0	0.0	0	0	0.0002395806171568627	0.0	1.128767565359477	0.05619400755555555	0.07538523630573249	-0.01919122875017694	-0.03130007642450947
ENSG00000166377	1137	0.0457516339869281	0.8252631578947368	0.0	0.0	0	0	4.4641471356209145e-05	0.0	1.0548811601307189	0.07724682666666667	0.1006483312101911	-0.023401504543524423	-0.022318310245461707
ENSG00000178662	592	0.06372549019607843	0.3010526315789473	0.0	0.0	0	0	0.00010238887516339868	0.0	1.0804743300653596	0.0647050682962963	0.0895103662420382	-0.024805297945741902	-0.021775052054032285
ENSG00000180340	567	0.05882352941176471	0.0	0.0	0.0	0	0	9.981587826797387e-05	0.0	1.076247679738562	0.015177954222222222	0.025002043312101912	-0.00982408908987969	-0.019821657573888957
ENSG00000134759	828	0.7843137254901961	1.0	0.9840425531914894	0.0	0	2	0.00286863058006536	0.0024154589371980675	2.0502849019607843	0.2325492237037037	0.2545880191082802	-0.022038795404576542	0.027653028337942764
ENSG00000139990	949	0.5964052287581699	1.0	0.0	0.0	0	2	0.0019092956625816997	0.002107481559536354	1.7118713888888888	0.12552195259259258	0.15591711464968153	-0.03039516205708895	-0.026608318007648277
ENSG00000141759	142	0.16993464052287582	0.0	0.0	0.0	0	0	0.0009897118810457517	0.0	1.2234542320261437	0.005730388385185185	0.022962387898089173	-0.017231999512903988	-0.022402709456236458
ENSG00000141497	747	0.04248366013071896	1.0	0.010638297872340424	0.0	0	1	8.446179183006536e-05	0.0013386880856760374	1.054066601307189	0.21664928296296296	0.2701061910828025	-0.0534569081198395	-0.02693409716230544
ENSG00000166946	362	0.5277777777777778	1.0	0.4308510638297872	0.17	0	2	0.005521508434640523	0.0055248618784530384	1.598824395424837	0.3185407614814815	0.33556464968152866	-0.017023888200047188	-0.0026818219707446063
ENSG00000136925	498	0.2434640522875817	1.0	0.952127659574468	0.1	0	1	0.0013353894215686276	0.002008032128514056	1.2824016503267972	0.2928380370370371	0.3092565605095541	-0.016418523472517044	0.029152207854896403
ENSG00000006062	909	1.0	1.0	1.0	1.0	8	11	0.012214719934640522	0.0121012101210121	2.4311591666666663	0.18134849925925925	0.15898708917197452	0.02236141008728473	0.08721337411973407
ENSG00000116761	402	1.0	1.0	1.0	0.99	3	5	0.02325238019607843	0.012437810945273632	2.1535852450980397	0.21391150074074075	0.1846704777070064	0.02924102303373438	0.1036639377145193
ENSG00000148483	352	1.0	1.0	1.0	0.94	3	3	0.03386407781045752	0.008522727272727272	2.046271928104576	0.3461387837037037	0.3220669681528663	0.024071815550837428	0.12316019026871378
ENSG00000146729	262	0.13398692810457516	0.9978947368421052	0.8297872340425532	0.65	0	0	0.0004867990576797387	0.0	1.1655044607843137	0.09109976577777776	0.08871268726114649	0.0023870785166312802	0.012212851514143886
ENSG00000104760	315	1.0	1.0	1.0	0.81	1	3	0.010166384227124185	0.009523809523809525	2.4346838071895425	0.2624873837037037	0.25406377070063696	0.008423613003066766	0.06189115080540724
ENSG00000153006	155	0.15196078431372548	0.6126315789473684	0.0851063829787234	0.0	0	0	0.0008893884879084969	0.0	1.1829092647058823	0.1222175197037037	0.16666234394904458	-0.04444482424534088	-0.038314038164511725
ENSG00000160951	409	0.08006535947712418	1.0	0.0	0.0	0	0	0.00014329393333333332	0.0	1.1037013562091504	0.18544102370370366	0.23495403184713376	-0.049513008143430036	-0.07752635716734178
ENSG00000152527	1496	0.026143790849673203	1.0	0.0	0.0	0	0	1.7939557892156865e-05	0.0	1.035415702614379	0.1385313288888889	0.1897423121019108	-0.05121098321302192	-0.057354801468356836
ENSG00000163219	648	0.6225490196078431	1.0	0.3723404255319149	0.0	0	3	0.003825504482026144	0.004629629629629629	1.7065869607843136	0.20430627259259265	0.22751999363057324	-0.023213721037980608	-0.00428534150045733
ENSG00000100625	784	0.0392156862745098	1.0	0.0	0.0	0	0	4.662547892156863e-05	0.0	1.0512703104575165	0.1758865362962963	0.21275312101910826	-0.03686658472281193	-0.04075097723975607
ENSG00000204394	1263	0.024509803921568627	0.9957894736842106	0.0	0.0	0	0	1.236399705882353e-05	0.0	1.0297924019607845	0.08687655762962962	0.1166065796178344	-0.029730021988204763	-0.03113170091684439
ENSG00000072121	2546	1.0	1.0	1.0	1.0	81	105	0.04070759852941177	0.04124116260801257	2.291813006535948	0.2870068711111111	0.19503322929936304	0.09197364181174808	0.15666949803094626
ENSG00000153071	775	0.4591503267973856	1.0	1.0	0.91	0	3	0.0027993225955882353	0.003870967741935484	1.5363125	0.2727451140740741	0.25713762420382164	0.015607489870252456	0.04037111306872845
ENSG00000128708	419	0.7075163398692811	1.0	0.8031914893617021	0.02	0	1	0.0033539827614379077	0.002386634844868735	1.9264483823529408	0.06353615333333333	0.07894440318471338	-0.015408249851380047	0.012916357512950945
ENSG00000182585	155	1.0	1.0	1.0	0.38	2	4	0.022898988447712414	0.025806451612903226	2.504802549019608	0.3625382637037037	0.3640066815286625	-0.0014684178249587676	0.0729639388648537
ENSG00000151694	831	0.04901960784313725	0.9052631578947368	0.0	0.0	0	0	4.505331184640523e-05	0.0	1.0633804248366012	0.08531837792592592	0.11915977070063695	-0.033841392774711015	-0.033500079111694406
ENSG00000185591	750	1.0	1.0	0.14361702127659576	0.0	1	1	0.0026569375557189538	0.0013333333333333333	2.6656045751633983	0.08057172385185185	0.09735538216560508	-0.016783658313753242	-0.009799477917341108
ENSG00000100292	291	0.9918300653594772	1.0	0.9840425531914894	0.98	1	1	0.011066475214052286	0.003436426116838488	2.182134362745098	0.24552105333333335	0.21984028662420385	0.025680766709129527	0.029946647352038756
ENSG00000105929	840	0.08660130718954248	1.0	0.3829787234042553	0.21	0	0	0.00014696230490196077	0.0	1.112045637254902	0.1440503748148148	0.14897005732484075	-0.004919682510025947	-0.001286529186874996
ENSG00000072042	320	1.0	1.0	1.0	1.0	8	12	0.041002343627450984	0.0375	1.9497349346405233	0.2344909451851852	0.13812954140127387	0.09636140378391132	0.2662200408056682
